,110073.SH,110074.SH,110075.SH,110076.SH,110077.SH,110081.SH,110084.SH,110085.SH,110086.SH,110087.SH,110090.SH,110092.SH,110093.SH,110095.SH,110097.SH,110098.SH,110099.SH,110100.SH,111000.SH,111001.SH,111002.SH,111003.SH,111004.SH,111005.SH,111009.SH,111010.SH,111012.SH,111013.SH,111014.SH,111015.SH,111017.SH,111018.SH,111020.SH,111021.SH,111022.SH,111023.SH,111024.SH,113037.SH,113039.SH,113042.SH,113043.SH,113046.SH,113048.SH,113049.SH,113051.SH,113052.SH,113053.SH,113054.SH,113056.SH,113058.SH,113059.SH,113062.SH,113066.SH,113067.SH,113070.SH,113584.SH,113588.SH,113589.SH,113597.SH,113605.SH,113610.SH,113615.SH,113616.SH,113624.SH,113625.SH,113627.SH,113631.SH,113632.SH,113633.SH,113634.SH,113636.SH,113638.SH,113640.SH,113643.SH,113644.SH,113646.SH,113647.SH,113648.SH,113649.SH,113650.SH,113652.SH,113654.SH,113655.SH,113656.SH,113658.SH,113659.SH,113660.SH,113661.SH,113665.SH,113666.SH,113667.SH,113670.SH,113671.SH,113673.SH,113674.SH,113677.SH,113678.SH,113679.SH,113680.SH,113681.SH,113682.SH,113686.SH,113688.SH,113691.SH,113692.SH,113693.SH,113694.SH,113695.SH,113696.SH,113697.SH,113698.SH,113699.SH,113700.SH,113701.SH,113702.SH,118003.SH,118004.SH,118005.SH,118007.SH,118010.SH,118011.SH,118012.SH,118013.SH,118015.SH,118016.SH,118018.SH,118020.SH,118022.SH,118024.SH,118025.SH,118027.SH,118030.SH,118031.SH,118032.SH,118033.SH,118034.SH,118035.SH,118036.SH,118037.SH,118039.SH,118040.SH,118041.SH,118042.SH,118044.SH,118050.SH,118051.SH,118052.SH,118053.SH,118056.SH,118057.SH,118058.SH,118059.SH,118060.SH,118061.SH,118062.SH,118063.SH,118064.SH,118065.SH,118066.SH,118067.SH,123054.SZ,123059.SZ,123061.SZ,123064.SZ,123065.SZ,123071.SZ,123072.SZ,123076.SZ,123080.SZ,123085.SZ,123088.SZ,123090.SZ,123091.SZ,123092.SZ,123104.SZ,123107.SZ,123109.SZ,123112.SZ,123113.SZ,123114.SZ,123117.SZ,123118.SZ,123119.SZ,123121.SZ,123122.SZ,123124.SZ,123126.SZ,123129.SZ,123131.SZ,123133.SZ,123138.SZ,123142.SZ,123144.SZ,123149.SZ,123150.SZ,123151.SZ,123154.SZ,123155.SZ,123157.SZ,123158.SZ,123160.SZ,123165.SZ,123168.SZ,123171.SZ,123172.SZ,123173.SZ,123175.SZ,123176.SZ,123178.SZ,123179.SZ,123180.SZ,123183.SZ,123187.SZ,123188.SZ,123189.SZ,123192.SZ,123193.SZ,123194.SZ,123195.SZ,123196.SZ,123198.SZ,123199.SZ,123207.SZ,123209.SZ,123211.SZ,123213.SZ,123214.SZ,123215.SZ,123216.SZ,123220.SZ,123222.SZ,123223.SZ,123224.SZ,123225.SZ,123229.SZ,123235.SZ,123236.SZ,123237.SZ,123241.SZ,123243.SZ,123245.SZ,123247.SZ,123250.SZ,123251.SZ,123252.SZ,123253.SZ,123255.SZ,123256.SZ,123257.SZ,123258.SZ,123259.SZ,123260.SZ,123261.SZ,123262.SZ,123263.SZ,123264.SZ,123265.SZ,123266.SZ,123267.SZ,123268.SZ,123269.SZ,127017.SZ,127018.SZ,127024.SZ,127025.SZ,127026.SZ,127027.SZ,127030.SZ,127031.SZ,127033.SZ,127034.SZ,127037.SZ,127038.SZ,127040.SZ,127041.SZ,127044.SZ,127045.SZ,127046.SZ,127047.SZ,127049.SZ,127050.SZ,127053.SZ,127054.SZ,127055.SZ,127056.SZ,127059.SZ,127060.SZ,127061.SZ,127062.SZ,127064.SZ,127066.SZ,127067.SZ,127068.SZ,127069.SZ,127070.SZ,127072.SZ,127078.SZ,127079.SZ,127080.SZ,127082.SZ,127083.SZ,127084.SZ,127085.SZ,127088.SZ,127089.SZ,127090.SZ,127092.SZ,127093.SZ,127095.SZ,127096.SZ,127098.SZ,127099.SZ,127102.SZ,127103.SZ,127104.SZ,127105.SZ,127108.SZ,127109.SZ,127110.SZ,127111.SZ,127112.SZ,127113.SZ,128044.SZ,128108.SZ,128119.SZ,128121.SZ,128124.SZ,128125.SZ,128127.SZ,128128.SZ,128129.SZ,128134.SZ,128135.SZ,128136.SZ,128137.SZ,128138.SZ,128141.SZ,128142.SZ,132024.SH,132026.SH
2024-03-29,107.649,146.116,119.465,106.051,169.308,103.015,114.31,108.052,93.728,99.5,122.497,93.756,109.225,103.155,,,,,116.859,107.34,118.472,115.607,108.56,110.501,101.915,106.75,120.073,117.389,109.396,117.264,136.578,111.602,,,,,,107.313,120.233,110.9,109.031,105.117,105.0,104.386,113.466,104.169,101.075,104.33,104.633,113.427,111.684,114.902,144.155,121.0,,105.89,170.1,101.259,122.634,106.296,103.77,433.752,111.96,107.523,110.5,109.016,123.043,114.983,103.82,124.836,107.2,106.29,103.157,118.567,108.298,139.935,105.415,147.02,115.735,104.887,104.004,107.068,104.896,107.264,111.379,109.185,110.961,108.262,97.907,110.441,119.807,104.801,125.135,118.375,124.518,105.0,125.396,103.775,147.525,113.772,120.687,,,,,,,,,,,,,,,119.711,122.682,100.403,103.685,97.371,103.721,111.475,106.443,110.251,94.604,99.768,91.065,98.131,105.542,123.23,97.832,126.009,101.2,101.876,105.112,105.065,106.047,111.9,107.352,107.652,108.996,113.244,114.188,114.812,,,,,,,,,,,,,,,,,152.136,124.367,119.6,107.781,111.668,111.38,122.0,111.016,123.505,110.124,114.561,110.698,108.894,131.2,113.53,123.38,110.12,128.1,107.78,114.4,107.199,266.9,116.15,108.51,107.217,100.216,111.1,127.3,134.001,105.897,128.466,103.111,101.56,110.701,126.1,103.339,102.85,99.8,109.1,115.0,112.987,104.5,106.929,101.58,114.484,118.3,94.849,133.578,105.988,100.84,103.603,112.67,124.601,147.994,96.39,155.179,101.288,132.486,116.274,106.99,96.51,123.85,114.5,121.224,111.66,112.446,105.008,110.5,101.39,101.4,129.75,175.8,117.544,125.9,115.951,112.531,123.2,102.5,,,,,,,,,,,,,,,,,,,,,,,,110.836,119.4,106.478,102.299,106.65,114.099,110.427,108.113,69.9,98.18,170.585,110.7,108.48,111.839,99.5,114.531,104.94,72.65,103.486,126.5,126.395,124.2,111.305,105.65,106.891,96.512,92.638,105.243,127.37,107.92,100.0,95.15,123.458,111.396,126.67,114.5,111.317,156.3,119.701,103.829,124.5,104.85,109.603,103.67,114.819,128.881,120.6,135.284,194.501,126.65,114.993,107.602,102.549,138.538,103.4,,,,,,,100.154,100.21,105.249,110.83,98.71,108.02,100.2,113.497,104.2,105.839,113.136,108.63,115.808,117.485,113.05,106.068,,
2024-04-03,108.175,137.287,120.531,106.525,168.079,102.83,117.101,108.462,94.818,101.571,123.008,94.986,112.76,103.19,,,,,116.778,107.88,121.804,117.368,109.266,114.432,104.079,107.208,143.138,116.767,108.577,126.45,135.435,114.193,,,,,,107.674,122.876,110.896,109.7,106.602,105.489,104.986,113.35,104.369,101.357,105.112,104.95,115.912,112.942,115.25,153.996,121.188,,106.376,169.859,100.596,121.426,107.591,103.951,433.845,111.051,107.601,110.49,109.98,125.984,116.589,103.831,125.994,108.886,109.375,104.309,117.5,108.944,140.037,108.454,147.01,121.539,104.96,104.5,109.145,106.558,109.259,113.558,110.671,111.839,108.103,98.913,112.367,120.688,107.504,126.811,117.284,122.625,106.899,124.721,104.667,135.052,115.058,124.002,,,,,,,,,,,,,,,120.513,121.914,101.749,104.569,98.185,104.276,118.17,110.137,109.674,95.329,99.429,91.791,98.809,107.408,123.446,95.808,126.22,101.14,102.944,105.55,104.98,107.767,111.379,106.99,107.937,108.812,115.43,116.03,118.846,,,,,,,,,,,,,,,,,153.7,123.747,119.5,108.497,112.4,112.185,124.51,111.88,133.0,115.54,114.554,111.118,109.8,138.891,113.83,126.115,109.844,128.1,108.26,115.089,108.312,290.088,117.369,109.413,107.156,100.7,111.84,129.1,130.78,107.8,127.22,102.944,102.999,111.876,124.622,103.339,103.333,100.62,109.361,118.4,115.053,105.45,110.266,102.123,116.992,118.69,95.703,130.45,107.327,101.21,104.581,113.89,124.8,146.106,97.489,159.855,103.88,133.5,117.58,108.001,96.99,124.735,115.514,125.3,114.687,115.02,106.44,111.8,100.142,101.055,136.031,173.4,116.2,136.4,117.017,113.437,127.1,102.86,,,,,,,,,,,,,,,,,,,,,,,,111.45,120.3,107.633,102.348,106.871,116.063,113.105,109.479,72.0,98.999,170.5,110.854,113.601,115.801,101.0,116.825,106.8,74.499,104.55,127.9,129.65,127.023,111.9,107.1,110.375,97.5,93.1,105.97,132.18,108.765,101.64,97.2,125.0,115.126,126.476,118.181,111.5,154.16,121.987,104.751,127.7,105.888,112.087,104.136,114.41,134.014,123.1,132.881,209.3,128.999,118.2,108.832,105.433,138.51,104.367,,,,,,,94.18,100.8,105.8,112.927,98.961,110.51,101.55,117.5,104.568,107.761,113.5,108.186,117.044,117.919,113.607,108.14,,
2024-04-12,107.794,136.749,120.982,108.27,177.45,103.046,118.315,107.561,95.153,102.179,124.826,92.766,115.612,102.43,,,,,116.873,108.011,123.404,118.281,109.091,113.8,102.196,107.32,128.919,118.261,109.523,131.957,140.407,113.677,,,,,,108.3,126.81,111.415,110.109,107.589,105.401,107.528,115.79,104.95,101.247,105.602,105.4,117.735,111.089,116.003,156.701,124.982,,106.754,161.825,100.6,120.325,107.667,104.007,447.963,111.3,108.045,108.855,113.399,127.738,117.729,104.142,127.715,109.262,111.386,105.339,116.702,108.592,143.052,107.19,141.37,115.788,103.871,105.818,107.348,106.3,109.184,116.128,111.883,111.863,107.021,98.116,110.486,118.602,108.459,127.612,119.599,121.171,107.986,121.468,103.958,126.962,120.152,127.392,,,,,,,,,,,,,,,118.887,121.223,102.34,104.529,97.738,105.198,117.346,112.823,110.242,93.915,97.84,91.829,98.96,107.122,121.67,95.191,113.192,101.05,102.731,105.591,103.794,105.85,111.168,106.541,109.344,107.723,117.778,117.237,118.008,,,,,,,,,,,,,,,,,152.2,121.998,116.73,108.88,112.599,111.759,123.96,110.81,136.999,113.926,113.18,112.255,110.249,135.1,114.09,124.426,109.761,125.392,108.679,114.819,108.565,295.0,116.5,109.322,107.402,101.002,112.05,124.195,129.5,110.011,125.602,102.45,101.9,112.12,124.53,103.2,104.399,98.92,108.79,116.522,113.648,105.3,111.6,101.02,115.3,115.903,94.994,131.5,110.0,100.7,105.3,114.455,121.477,144.591,97.152,172.008,103.75,131.984,119.144,105.199,94.789,125.5,114.285,122.9,113.448,114.336,105.899,110.445,99.92,97.966,138.5,172.352,112.96,135.648,119.614,115.588,126.7,102.124,,,,,,,,,,,,,,,,,,,,,,,,112.4,120.6,107.98,102.407,106.71,119.1,114.867,110.472,70.25,99.11,172.15,111.503,114.741,117.093,99.88,114.864,107.085,72.517,103.08,129.69,126.702,129.408,113.033,107.46,109.8,96.059,96.0,105.45,133.28,109.492,101.939,96.848,126.3,116.45,128.09,117.287,110.2,152.8,122.83,105.285,137.5,105.99,118.832,103.9,114.68,141.231,121.72,129.418,160.0,121.766,120.226,112.05,104.8,136.282,105.294,,,,,,,95.458,101.111,106.594,112.2,99.301,108.214,100.566,120.886,104.97,107.982,113.651,108.698,115.615,118.449,115.348,107.389,,
2024-04-19,108.504,131.461,120.4,107.664,187.333,103.007,118.158,107.551,89.511,101.266,122.503,82.681,117.007,102.799,,,,,114.686,107.869,122.955,117.046,107.3,109.698,98.974,107.3,120.859,112.845,107.719,133.192,142.016,116.501,,,,,,108.521,125.079,111.98,109.85,106.26,104.958,108.451,114.707,105.556,101.495,105.59,106.705,116.305,111.072,117.597,162.404,125.243,,106.89,150.85,99.082,118.977,106.94,96.02,462.936,110.726,107.05,109.889,110.5,126.297,117.3,104.679,128.857,112.218,109.865,103.169,116.59,108.2,136.008,104.479,139.894,109.582,103.779,106.394,104.925,105.285,107.365,111.6,114.307,109.845,106.235,94.432,115.224,115.848,104.746,128.121,117.329,127.324,106.282,118.864,102.164,117.518,113.861,124.624,,,,,,,,,,,,,,,116.003,116.897,102.163,100.889,93.969,103.231,115.182,115.371,106.711,88.605,95.16,84.577,98.664,105.855,119.844,92.76,110.382,100.295,101.682,105.52,103.199,104.569,107.166,105.429,103.399,103.583,114.309,113.598,116.732,,,,,,,,,,,,,,,,,145.618,120.0,116.708,107.7,112.756,111.12,123.0,107.699,139.602,104.0,110.728,109.504,109.203,137.03,114.365,124.983,109.04,119.704,107.198,115.905,107.898,341.443,115.764,109.07,106.593,99.421,116.2,118.3,125.7,109.78,120.4,98.99,99.28,111.71,123.742,101.735,104.95,96.35,104.901,113.465,107.368,102.755,106.2,95.8,114.226,110.18,91.002,124.384,110.548,99.501,104.2,107.652,118.186,143.098,97.2,163.499,100.5,132.599,118.853,102.077,90.988,116.8,108.1,115.155,115.118,110.815,100.801,109.3,96.28,92.82,134.7,168.693,110.311,126.2,115.609,113.85,127.159,100.421,,,,,,,,,,,,,,,,,,,,,,,,112.206,120.742,107.3,102.801,106.139,125.418,113.601,111.85,61.1,98.52,177.968,111.322,117.9,115.9,99.211,117.268,106.366,70.05,102.989,134.0,122.873,127.694,114.122,110.161,105.21,92.2,95.878,104.34,134.2,107.554,101.897,93.904,124.838,116.1,124.4,113.2,107.199,154.0,121.4,107.32,142.322,105.891,114.3,102.53,114.501,140.019,114.99,132.901,144.097,118.5,119.658,109.005,101.226,132.12,102.099,,,,,,,92.981,100.314,103.701,110.042,99.0,107.551,99.231,123.494,105.34,109.0,113.2,107.85,113.72,118.295,115.719,106.5,,
2024-04-26,110.25,136.869,122.065,108.538,180.869,101.868,116.837,106.76,93.11,101.55,124.188,85.772,117.693,99.992,,,,,118.0,108.3,124.006,119.228,108.839,110.996,97.16,108.945,123.827,115.532,107.335,130.001,138.438,117.0,,,,,,108.108,125.993,111.836,111.575,106.396,104.123,108.31,115.249,105.8,101.408,106.132,106.028,111.804,111.871,116.213,149.606,124.613,,109.299,165.136,99.229,120.639,106.833,95.7,454.719,112.52,107.529,108.25,108.848,125.888,118.501,105.028,132.956,111.583,110.436,104.45,115.138,108.529,136.466,106.3,144.767,110.121,104.24,106.57,107.199,107.581,110.763,111.998,113.958,113.622,107.666,94.879,118.734,120.401,105.807,125.846,119.863,132.053,108.195,125.394,104.08,121.895,117.506,126.409,,,,,,,,,,,,,,,120.157,123.444,102.585,102.11,95.835,104.886,120.575,116.723,108.588,90.663,97.9,85.397,98.735,106.871,123.605,92.832,117.235,98.823,102.381,108.365,103.0,105.064,110.251,106.239,102.735,102.519,113.6,111.344,118.784,,,,,,,,,,,,,,,,,145.201,123.27,118.686,110.22,112.201,111.601,123.682,110.311,155.212,107.961,113.899,115.001,113.24,130.201,114.666,125.988,109.996,124.05,109.4,117.276,111.443,320.0,117.412,110.537,106.927,99.93,113.2,125.3,133.681,113.2,123.83,96.225,98.445,111.2,125.801,102.2,104.651,97.0,107.704,115.594,109.067,103.744,112.441,96.8,115.28,113.3,91.75,131.249,112.406,100.068,105.0,108.596,120.391,139.2,98.2,168.8,103.088,133.98,117.925,105.104,92.189,127.41,108.2,133.953,114.196,113.6,101.837,108.94,95.0,95.169,141.2,174.51,114.61,128.305,120.679,112.12,130.0,101.351,,,,,,,,,,,,,,,,,,,,,,,,112.001,120.441,107.335,102.648,105.586,126.0,112.899,111.62,61.3,100.97,184.199,112.571,116.464,115.728,98.592,118.3,107.0,70.508,102.999,135.658,127.926,128.01,117.197,110.066,107.391,93.599,95.288,104.904,133.237,109.38,102.878,96.857,125.908,117.0,128.641,115.0,108.58,161.999,126.55,107.501,140.99,107.448,116.612,102.499,117.986,146.3,118.3,133.23,141.064,122.6,118.863,111.323,102.8,139.6,102.53,,,,,,,96.03,98.707,104.2,111.001,99.225,108.259,99.05,120.2,105.05,109.088,113.792,109.349,116.587,118.033,116.434,107.599,,
2024-04-30,110.472,137.514,122.107,108.803,181.226,102.328,119.544,106.749,95.1,101.822,127.675,87.865,116.739,97.673,,,,,120.009,108.283,124.839,118.998,109.706,111.741,98.056,109.285,127.699,115.953,107.628,133.918,141.485,119.506,,,,,,108.115,127.503,111.81,111.671,106.287,103.501,108.799,117.483,106.196,101.286,106.829,105.958,111.859,112.406,118.94,152.189,124.0,,107.81,161.404,99.14,120.229,108.368,97.908,442.595,112.947,106.657,108.34,108.846,127.77,119.155,105.988,132.803,113.128,112.709,104.486,114.163,110.016,135.175,105.863,143.533,109.857,104.15,110.0,107.4,108.417,110.5,111.451,115.62,114.616,108.578,96.024,120.294,122.362,105.683,125.742,126.226,130.499,109.379,126.286,104.24,123.872,115.292,127.752,,,,,,,,,,,,,,,121.413,124.604,103.566,102.355,96.469,106.244,119.159,118.19,109.019,91.164,96.717,87.257,99.582,107.5,124.083,92.9,117.006,98.569,102.806,110.104,102.832,105.912,110.745,107.303,103.909,102.537,113.914,113.985,118.778,,,,,,,,,,,,,,,,,145.4,123.638,119.051,111.75,112.478,112.32,123.358,110.501,131.44,107.195,118.3,114.95,113.6,132.326,114.933,126.619,110.296,123.521,109.9,118.634,112.193,328.5,116.733,111.555,107.359,100.32,113.603,124.6,134.0,114.2,123.23,96.0,99.214,110.7,127.015,102.238,105.888,97.343,108.023,116.847,110.802,104.288,114.3,101.02,115.263,115.305,91.794,130.6,114.647,101.0,105.08,108.505,122.4,143.89,97.8,168.1,102.848,135.872,119.472,103.85,93.66,125.124,110.09,128.11,117.18,114.52,105.07,108.989,97.5,96.313,144.478,171.382,115.75,124.946,121.518,113.042,129.629,101.389,,,,,,,,,,,,,,,,,,,,,,,,111.894,120.208,107.278,103.0,107.495,125.451,114.311,112.265,64.045,101.2,193.349,112.85,115.07,117.666,99.81,118.152,107.5,71.699,102.561,137.104,127.79,127.368,117.599,109.9,108.63,94.13,97.258,105.12,131.0,110.932,104.75,98.292,128.3,119.15,128.0,115.777,109.549,157.63,127.128,106.81,140.233,109.452,118.66,102.48,117.173,141.0,118.499,133.35,136.0,118.05,118.395,112.027,104.449,142.5,104.401,,,,,,,96.099,98.5,104.915,112.447,99.418,108.5,99.6,121.815,105.144,108.8,114.998,109.5,117.9,117.26,118.197,108.199,,
2024-05-10,111.349,143.851,123.0,110.188,186.963,103.749,121.393,108.537,99.245,104.604,128.14,94.373,119.16,99.861,,,,,124.392,110.89,127.945,124.734,111.606,115.555,101.904,109.567,126.578,122.004,110.002,133.132,146.741,126.108,,,,,,108.883,132.226,112.703,112.453,107.947,106.492,111.872,119.529,107.299,102.769,107.683,107.163,114.058,112.792,120.653,162.4,126.668,,108.51,162.611,97.578,120.862,109.298,100.418,463.798,114.685,107.901,111.949,111.435,129.798,124.67,110.215,134.36,114.643,115.848,107.988,114.499,111.68,137.479,109.853,150.329,114.068,106.109,111.739,112.821,109.999,114.426,128.663,120.72,117.602,110.398,97.536,125.514,120.397,111.37,127.864,126.55,132.914,109.814,123.158,106.882,119.999,117.541,133.035,,,,,,,,,,,,,,,119.502,129.297,103.903,104.506,99.989,109.078,126.249,119.514,110.153,94.877,101.796,91.467,101.148,108.75,125.923,95.843,115.915,101.312,104.25,111.716,103.774,107.5,112.802,109.721,105.534,105.48,115.8,115.038,125.127,,,,,,,,,,,,,,,,,142.316,123.0,129.783,112.264,114.306,114.018,125.599,112.585,127.9,110.55,117.2,116.09,116.977,136.03,116.228,129.48,112.714,124.781,112.46,124.6,116.877,381.0,118.4,112.306,109.1,103.3,118.6,126.754,132.919,117.986,124.416,99.666,102.098,113.36,127.501,105.158,108.3,100.19,109.899,118.76,113.6,106.16,120.0,111.501,118.4,117.0,98.697,129.441,121.29,104.193,106.799,110.6,123.209,158.64,101.298,175.468,105.23,137.198,124.71,104.477,96.664,128.5,114.5,129.01,119.122,119.322,114.5,108.844,101.65,101.599,140.616,178.5,120.0,130.2,126.128,117.552,131.579,104.1,,,,,,,,,,,,,,,,,,,,,,,,112.8,120.362,107.673,103.425,110.479,127.55,115.28,113.5,62.944,103.419,190.0,114.807,118.161,118.82,104.7,122.6,110.245,75.6,105.536,139.821,127.635,127.809,118.898,112.3,113.066,96.918,98.859,108.095,133.716,113.99,107.097,100.86,130.0,123.4,127.495,119.999,111.367,160.3,128.034,110.411,143.0,109.0,122.501,102.812,121.0,152.61,119.5,135.2,168.0,119.78,123.3,114.22,107.892,144.115,110.5,,,,,,,99.1,100.381,106.1,117.6,100.1,109.352,99.978,126.5,105.694,113.929,116.725,111.0,119.0,118.0,119.988,110.976,,
2024-05-17,111.95,141.743,122.997,110.229,192.595,104.14,122.916,108.795,101.553,104.8,125.5,94.17,117.269,98.513,,,,,123.829,111.0,127.013,122.094,109.861,115.088,102.686,107.918,127.047,119.812,109.302,127.887,147.893,124.208,,,,,,109.455,129.109,113.799,113.402,107.391,106.2,113.677,118.893,108.154,103.199,107.6,108.205,113.482,110.149,121.937,157.821,125.9,,108.91,154.313,97.241,119.947,109.851,103.663,469.321,114.192,107.852,114.654,114.062,129.054,123.744,107.538,130.387,114.7,115.402,107.91,113.827,110.995,138.558,111.0,143.244,111.731,106.479,116.546,111.158,113.172,117.104,130.924,121.279,117.946,109.364,99.251,122.295,122.266,113.993,125.815,125.253,132.698,109.006,121.78,106.786,123.366,118.421,130.544,,,,,,,,,,,,,,,118.659,130.579,105.377,106.647,100.021,108.721,122.952,119.178,110.082,95.691,103.313,90.09,101.251,108.967,123.675,96.506,115.584,101.017,104.148,112.054,103.404,106.99,113.52,114.698,105.892,104.593,116.018,111.937,121.356,,,,,,,,,,,,,,,,,138.999,123.0,131.82,112.287,113.81,113.945,125.65,111.65,130.72,109.2,116.898,116.3,116.458,133.094,115.881,130.25,111.394,124.006,111.52,127.901,115.948,473.8,120.608,116.619,108.863,102.8,121.402,126.499,135.358,116.699,123.95,99.899,103.301,112.262,125.298,104.767,109.8,100.508,108.52,117.246,113.366,105.8,119.116,110.0,116.522,118.911,95.931,127.4,117.388,105.27,106.853,108.682,120.95,145.755,100.104,165.61,105.336,134.5,123.927,104.12,98.449,137.001,111.15,144.444,116.95,119.452,109.8,108.221,109.382,101.497,137.696,169.302,122.321,126.9,123.743,119.4,130.651,108.957,,,,,,,,,,,,,,,,,,,,,,,,115.748,120.734,107.563,104.7,109.88,126.41,114.553,116.2,64.888,103.895,185.1,113.911,117.763,119.9,107.407,123.007,109.483,77.9,109.3,134.81,125.485,124.984,120.15,111.9,113.689,98.389,98.251,108.7,130.5,113.1,107.7,101.0,131.3,122.153,127.495,121.67,111.286,163.8,126.83,110.4,139.63,114.45,120.399,102.598,118.424,150.0,118.3,136.8,140.392,116.032,122.463,118.85,109.8,142.999,113.0,,,,,,,100.688,100.937,106.565,116.3,100.172,109.894,99.98,126.5,106.245,114.439,114.737,111.927,120.0,118.536,120.767,109.963,,
2024-05-24,110.592,138.179,124.862,110.499,193.482,103.41,120.976,109.586,100.945,104.75,123.064,92.068,114.448,100.112,,,,,121.87,110.119,122.845,120.981,108.604,113.904,102.638,107.042,124.205,124.963,108.722,123.421,150.008,122.001,,,,,,109.557,128.027,113.915,112.258,107.578,106.997,113.284,118.6,108.492,102.936,107.02,108.737,112.875,111.9,121.658,161.265,125.135,,108.2,147.336,94.925,119.221,109.658,102.42,456.732,112.727,107.849,112.033,112.084,128.496,121.468,107.156,130.022,113.744,114.0,107.594,113.913,109.792,140.532,111.56,145.108,109.083,107.578,114.898,109.691,111.0,114.569,127.493,119.879,116.458,109.98,98.217,120.4,123.539,111.308,126.966,124.239,131.696,108.295,121.401,108.607,120.686,114.851,130.109,,,,,,,,,,,,,,,119.216,128.021,102.572,104.104,99.201,109.012,120.557,116.712,109.432,94.713,102.25,89.155,102.298,108.412,122.15,94.574,114.23,101.486,103.601,110.669,103.772,105.086,110.514,114.123,104.354,102.732,113.067,114.861,118.125,,,,,,,,,,,,,,,,,136.55,120.5,126.272,111.584,113.65,113.913,125.92,110.66,129.0,113.877,115.136,118.998,115.9,130.379,115.717,131.0,112.0,121.814,110.96,126.197,115.049,475.478,118.879,116.468,108.695,101.699,116.25,122.479,131.3,115.55,121.602,98.8,104.794,111.165,123.855,104.388,108.054,98.321,108.0,115.651,110.348,107.093,115.65,112.896,118.211,115.5,94.544,126.7,114.9,104.22,106.5,106.995,118.6,143.8,106.472,159.292,105.58,131.652,121.635,102.041,97.063,148.4,111.0,147.728,115.142,119.99,110.079,107.169,109.15,100.325,133.482,168.99,122.65,123.333,121.25,118.234,124.8,107.307,,,,,,,,,,,,,,,,,,,,,,,,115.9,120.45,107.482,104.95,108.8,127.621,113.338,115.27,62.762,103.194,179.868,113.1,116.148,116.8,105.1,122.3,110.139,75.0,113.426,133.291,124.1,122.784,116.84,111.558,111.914,102.601,98.545,107.892,129.999,112.596,107.602,101.559,131.242,119.5,123.352,116.0,111.199,155.5,123.788,110.269,137.55,114.21,117.7,103.035,116.438,146.429,116.29,135.121,143.002,118.026,119.57,119.36,106.998,139.7,109.991,,,,,,,73.53,96.822,106.378,114.09,99.907,108.96,98.5,121.637,106.544,112.0,115.4,111.8,118.84,117.98,119.199,110.883,,
2024-05-31,111.686,136.475,124.113,110.281,195.037,103.832,121.09,110.42,97.621,105.791,123.045,70.272,116.778,100.313,,,,,122.199,110.4,121.817,121.92,109.065,112.207,103.061,109.559,127.403,124.636,108.9,120.03,152.605,120.775,,,,,,109.623,128.496,114.001,112.878,107.878,106.387,113.081,120.055,108.401,103.294,108.271,108.704,112.161,110.373,121.544,161.184,124.999,,108.647,149.087,90.521,120.56,109.292,103.493,462.2,113.001,108.104,112.603,113.161,128.806,120.39,107.061,131.08,114.536,114.502,107.923,114.0,110.056,139.08,111.0,140.829,109.612,106.514,116.66,110.066,109.834,114.648,132.312,118.502,115.939,110.088,96.366,120.874,133.92,111.762,128.687,123.601,129.234,110.354,121.292,109.618,125.6,116.014,129.964,,,,,,,,,,,,,,,120.7,127.677,103.993,105.065,99.584,111.204,123.168,116.621,112.298,95.01,98.335,86.101,102.023,108.666,121.523,93.209,114.038,101.607,103.551,112.907,103.817,104.182,114.693,117.264,106.496,104.817,116.351,113.34,119.38,,,,,,,,,,,,,,,,,137.285,121.719,127.5,111.768,113.868,113.945,129.88,111.632,128.99,110.555,116.19,120.915,116.349,130.1,115.632,129.2,113.602,125.008,111.022,128.0,114.785,462.2,119.502,115.338,109.14,104.471,116.0,124.0,130.445,115.51,122.453,97.5,105.428,110.899,124.844,104.731,107.85,98.14,108.004,116.699,111.9,106.191,115.486,111.2,116.6,120.0,94.635,129.29,118.411,104.828,106.757,107.63,122.366,143.884,101.388,157.227,106.992,136.0,121.45,103.499,95.948,125.61,111.7,138.799,113.98,124.799,109.916,106.46,107.475,99.661,135.882,174.8,122.677,126.25,121.99,120.2,125.994,112.799,,,,,,,,,,,,,,,,,,,,,,,,114.62,120.626,107.73,104.339,110.5,130.0,112.538,115.128,53.6,100.961,185.3,112.7,117.85,117.655,106.04,122.26,110.036,71.242,111.05,134.36,124.0,123.115,111.6,111.992,111.358,99.7,99.03,108.414,127.515,112.554,106.485,102.003,130.216,121.353,126.516,117.6,116.1,155.7,125.349,109.3,135.03,113.666,117.6,103.806,117.188,153.0,116.8,134.14,144.1,118.9,119.338,114.931,105.115,141.1,108.95,,,,,,,68.998,94.69,107.3,115.043,99.448,109.158,97.455,122.3,106.99,110.54,115.536,112.5,119.678,117.91,120.482,110.752,,
